id,director_name,duration,genres,movie_title,language,country,title_year,stars
534,Richard Attenborough,115,Biography|Drama|Romance,Shadowlands ,English,UK,1993,Anthony Hopkins|Julian Fellowes|Julian Fellowes
546,Annabel Jankel,104,Adventure|Comedy|Family|Fantasy|Sci-Fi,Super Mario Bros. ,English,UK,1993,Bob Hoskins|Fiona Shaw|Fiona Shaw
553,George P. Cosmatos,134,Action|Biography|Drama|History|Romance|Western,Tombstone ,English,USA,1993,Michael Biehn|Powers Boothe|Powers Boothe
555,Tony Scott,121,Action|Crime|Drama|Romance|Thriller,True Romance ,English,USA,1993,Brad Pitt|Michael Rapaport|Michael Rapaport
337,Lasse Hallström,118,Drama|Romance,What's Eating Gilbert Grape ,English,USA,1993,Johnny Depp|Kevin Tighe|Kevin Tighe
477,Brian Gibson,118,Biography|Drama|Music,What's Love Got to Do with It ,English,USA,1993,Rae'Ven Kelly|Dororthy Thorton|Dororthy Thorton
344,Tom Shadyac,78,Comedy,Ace Ventura: Pet Detective ,English,USA,1994,Sean Young|David Margulies|David Margulies
420,John Landis,104,Action|Comedy|Crime|Thriller,Beverly Hills Cop III ,English,USA,1994,Louis Lombardi|Gilbert R. Hill|Gilbert R. Hill
348,Woody Allen,98,Comedy|Crime,Bullets Over Broadway ,English,USA,1994,Jim Broadbent|Dianne Wiest|Dianne Wiest
349,Phillip Noyce,141,Action|Crime|Drama|Thriller,Clear and Present Danger ,English,USA,1994,Harrison Ford|Raymond Cruz|Raymond Cruz
223,Kevin Smith,102,Comedy,Clerks ,English,USA,1994,Jason Mewes|Jeff Anderson|Jeff Anderson
350,Joel Schumacher,119,Crime|Drama|Mystery|Thriller,The Client ,English,USA,1994,Bradley Whitford|Brad Renfro|Brad Renfro
352,Spike Lee,115,Comedy|Drama,Crooklyn ,English,USA,1994,Alfre Woodard|Isaiah Washington|Isaiah Washington
353,Alex Proyas,98,Action|Drama|Fantasy,The Crow ,English,USA,1994,Michael Wincott|David Patrick Kelly|David Patrick Kelly
225,Barry Levinson,128,Drama|Thriller,Disclosure ,English,USA,1994,Demi Moore|Roma Maffia|Roma Maffia
231,Peter Farrelly,113,Comedy,Dumb & Dumber ,English,USA,1994,Lauren Holly|Teri Garr|Teri Garr
235,Tim Burton,127,Biography|Comedy|Drama,Ed Wood ,English,USA,1994,Johnny Depp|Martin Landau|Martin Landau
233,Atom Egoyan,103,Drama|Mystery|Romance,Exotica ,English,Canada,1994,Bruce Greenwood|Sarah Polley|Sarah Polley
355,Brian Levant,91,Comedy|Family|Fantasy,The Flintstones ,English,USA,1994,Jonathan Winters|Harvey Korman|Harvey Korman
356,Robert Zemeckis,142,Comedy|Drama,Forrest Gump ,English,USA,1994,Tom Hanks|Sam Anderson|Sam Anderson
357,Mike Newell,117,Comedy|Drama|Romance,Four Weddings and a Funeral ,English,UK,1994,Kristin Scott Thomas|Simon Callow|Simon Callow
247,Peter Jackson,108,Biography|Crime|Drama|Romance|Thriller,Heavenly Creatures ,English,New Zealand,1994,Kate Winslet|Liz Mullane|Liz Mullane
405,Andrew Morahan,99,Action|Fantasy|Romance|Sci-Fi,Highlander: The Final Dimension ,English,Canada,1994,Christopher Lambert|Mario Van Peebles|Mario Van Peebles
246,Steve James,170,Documentary|Drama|Sport,Hoop Dreams ,English,USA,1994,William Gates|Isiah Thomas|Isiah Thomas
471,Joel Coen,111,Comedy|Fantasy,The Hudsucker Proxy ,English,UK,1994,Jennifer Jason Leigh|John Mahoney|John Mahoney
476,Matty Rich,110,Comedy|Drama|Romance,The Inkwell ,English,USA,1994,Jada Pinkett Smith|Larenz Tate|Larenz Tate
253,Neil Jordan,123,Drama|Fantasy|Horror,Interview with the Vampire: The Vampire Chronicles ,English,USA,1994,Brad Pitt|Kirsten Dunst|Kirsten Dunst
255,James Melkonian,82,Comedy|Crime,The Jerky Boys ,English,USA,1995,Vincent Pastore|Peter Appel|Peter Appel
482,Roger Avary,99,Crime|Drama|Thriller,Killing Zoe ,English,France,1993,Eric Stoltz|Jean-Hugues Anglade|Jean-Hugues Anglade
266,Edward Zwick,133,Drama|Romance|War|Western,Legends of the Fall ,English,USA,1994,Anthony Hopkins|Julia Ormond|Julia Ormond
364,Roger Allers,73,Adventure|Animation|Drama|Family|Musical,The Lion King ,English,USA,1994,Matthew Broderick|Niketa Calame|Niketa Calame
261,Gillian Armstrong,115,Drama|Family|Romance,Little Women ,English,USA,1994,Christian Bale|Eric Stoltz|Eric Stoltz
387,Keenen Ivory Wayans,100,Action|Comedy|Crime,A Low Down Dirty Shame ,English,USA,1994,Jada Pinkett Smith|Charles S. Dutton|Charles S. Dutton
367,Chuck Russell,114,Action|Comedy|Crime|Fantasy,The Mask ,English,USA,1994,Peter Greene|Reg E. Cathey|Reg E. Cathey
370,Peter Segal,83,Comedy|Crime,Naked Gun 33 1/3: The Final Insult ,English,USA,1994,George Kennedy|Priscilla Presley|Priscilla Presley
296,Quentin Tarantino,178,Crime|Drama,Pulp Fiction ,English,USA,1994,Bruce Willis|Phil LaMarr|Phil LaMarr
516,Penny Marshall,128,Comedy|Drama,Renaissance Man ,English,USA,1994,Ed Begley Jr.|Lillo Brancato|Lillo Brancato
374,Donald Petrie,95,Comedy|Family,Ri¢hie Ri¢h ,English,USA,1994,Macaulay Culkin|Jonathan Hyde|Jonathan Hyde
376,Curtis Hanson,111,Action|Adventure|Crime|Thriller,The River Wild ,English,USA,1994,Meryl Streep|William Lucking|William Lucking
317,John Pasquin,97,Comedy|Drama|Family|Fantasy,The Santa Clause ,English,USA,1994,Judge Reinhold|Peter Boyle|Peter Boyle
532,John Waters,95,Comedy|Crime|Thriller,Serial Mom ,English,USA,1994,Kathleen Turner|Traci Lords|Traci Lords
533,Russell Mulcahy,93,Action|Adventure|Crime|Fantasy|Mystery|Thriller,The Shadow ,English,USA,1994,Jonathan Winters|John Kapelos|John Kapelos
318,Frank Darabont,142,Crime|Drama,The Shawshank Redemption ,English,USA,1994,Morgan Freeman|Bob Gunton|Bob Gunton
315,Luis Llosa,110,Action|Crime|Drama|Romance|Thriller,The Specialist ,English,Peru,1994,Sylvester Stallone|Emilio Estefan Jr.|Emilio Estefan Jr.
377,Jan de Bont,116,Action|Adventure|Crime|Thriller,Speed ,English,USA,1994,Keanu Reeves|Joe Morton|Joe Morton
329,David Carson,118,Action|Adventure|Mystery|Sci-Fi|Thriller,Star Trek: Generations ,English,USA,1994,LeVar Burton|Jonathan Frakes|Jonathan Frakes
393,Steven E. de Souza,102,Action|Adventure|Comedy|Thriller,Street Fighter ,English,Japan,1994,Ming-Na Wen|Kylie Minogue|Kylie Minogue
379,Peter Hyams,99,Action|Crime|Sci-Fi|Thriller,Timecop ,English,Canada,1994,Mia Sara|Gloria Reuben|Gloria Reuben
380,James Cameron,141,Action|Comedy|Thriller,True Lies ,English,USA,1994,Jamie Lee Curtis|Tom Arnold|Tom Arnold
366,Wes Craven,107,Fantasy|Horror|Mystery|Thriller,New Nightmare ,English,USA,1994,Miko Hughes|Tracy Middendorf|Tracy Middendorf
382,Mike Nichols,125,Drama|Horror|Romance|Thriller,Wolf ,English,USA,1994,David Hyde Pierce|Ron Rifkin|Ron Rifkin
383,Lawrence Kasdan,212,Adventure|Biography|Crime|Drama|Western,Wyatt Earp ,English,USA,1994,Dennis Quaid|Isabella Rossellini|Isabella Rossellini
19,Steve Oedekerk,90,Adventure|Comedy,Ace Ventura: When Nature Calls ,English,USA,1995,Bruce Spence|Sophie Okonedo|Sophie Okonedo
11,Rob Reiner,114,Comedy|Drama|Romance,The American President ,English,USA,1995,Shawna Waldron|Wendie Malick|Wendie Malick
150,Ron Howard,140,Adventure|Drama|History,Apollo 13 ,English,USA,1995,Tom Hanks|Kathleen Quinlan|Kathleen Quinlan
23,Richard Donner,132,Action|Crime|Thriller,Assassins ,English,France,1995,Muse Watson|Kelly Rowan|Kelly Rowan
34,Chris Noonan,91,Comedy|Drama|Family,Babe ,English,Australia,1995,Miriam Margolyes|Roscoe Lee Browne|Roscoe Lee Browne
145,Michael Bay,119,Action|Comedy|Crime|Drama|Thriller,Bad Boys ,English,USA,1995,Will Smith|Theresa Randle|Theresa Randle
153,Joel Schumacher,121,Action|Adventure|Fantasy,Batman Forever ,English,USA,1995,Michael Gough|Debi Mazar|Debi Mazar
215,Richard Linklater,105,Drama|Romance,Before Sunrise ,English,USA,1995,Hanno Pöschl|Dominik Castell|Dominik Castell
110,Mel Gibson,178,Biography|Drama|History|War,Braveheart ,English,USA,1995,Mhairi Calvey|James Robinson|James Robinson
105,Clint Eastwood,135,Drama|Romance,The Bridges of Madison County ,English,USA,1995,Clint Eastwood|Debra Monk|Debra Monk
144,Edward Burns,98,Comedy|Drama|Romance,The Brothers McMullen ,English,USA,1995,Shari Albert|Maxine Bahns|Maxine Bahns
16,Martin Scorsese,178,Biography|Crime|Drama,Casino ,English,USA,1995,Robert De Niro|Kevin Pollak|Kevin Pollak
158,Brad Silberling,100,Comedy|Family|Fantasy,Casper ,English,USA,1995,Eric Idle|Cathy Moriarty|Cathy Moriarty
39,Amy Heckerling,97,Comedy|Romance,Clueless ,English,USA,1995,Donald Faison|Elisa Donovan|Elisa Donovan
160,Frank Marshall,109,Action|Adventure|Mystery|Sci-Fi,Congo ,English,USA,1995,Dylan Walsh|Grant Heslov|Grant Heslov
22,Jon Amiel,123,Crime|Drama|Mystery|Thriller,Copycat ,English,USA,1995,William McNamara|Harry Connick Jr.|Harry Connick Jr.
161,Tony Scott,123,Action|Drama|Thriller|War,Crimson Tide ,English,USA,1995,Denzel Washington|Ricky Schroder|Ricky Schroder
15,Renny Harlin,124,Action|Adventure|Comedy,Cutthroat Island ,English,USA,1995,Christopher Masterson|Matthew Modine|Matthew Modine
36,Tim Robbins,122,Crime|Drama,Dead Man Walking ,English,UK,1995,Lois Smith|Robert Prosky|Robert Prosky
163,Robert Rodriguez,104,Action|Crime|Thriller,Desperado ,English,USA,1995,Quentin Tarantino|Salma Hayek|Salma Hayek
165,John McTiernan,128,Action|Adventure|Thriller,Die Hard with a Vengeance ,English,USA,1995,Bruce Willis|Kevin Chamberlin|Kevin Chamberlin
224,Jeremy Leven,97,Comedy|Drama|Romance,Don Juan DeMarco ,English,USA,1994,Johnny Depp|Faye Dunaway|Faye Dunaway
168,Jerry Zucker,134,Action|Adventure|Romance|Thriller,First Knight ,English,USA,1995,Julia Ormond|John Gielgud|John Gielgud
18,Allison Anders,110,Comedy|Fantasy,Four Rooms ,English,USA,1995,Salma Hayek|Lili Taylor|Lili Taylor
69,F. Gary Gray,97,Comedy|Drama,Friday ,English,USA,1995,Nia Long|Tony Cox|Tony Cox
21,Barry Sonnenfeld,105,Comedy|Crime|Thriller,Get Shorty ,English,USA,1995,Delroy Lindo|Jon Gries|Jon Gries
10,Martin Campbell,130,Action|Adventure|Thriller,GoldenEye ,English,UK,1995,Izabella Scorupco|Tchéky Karyo|Tchéky Karyo
170,Iain Softley,107,Comedy|Crime|Drama|Thriller,Hackers ,English,USA,1995,Angelina Jolie Pitt|Lorraine Bracco|Lorraine Bracco
57,Jodie Foster,103,Comedy|Drama|Romance,Home for the Holidays ,English,USA,1995,Robert Downey Jr.|Steve Guttenberg|Steve Guttenberg
112,Stanley Tong,89,Action|Comedy,Rumble in the Bronx ,Cantonese,Hong Kong,1995,Françoise Yip|Garvin Cross|Garvin Cross
60,Frank Oz,96,Drama|Family|Fantasy,The Indian in the Cupboard ,English,USA,1995,Steve Coogan|David Keith|David Keith
132,William Friedkin,107,Crime|Drama|Thriller,Jade ,English,USA,1995,Michael Biehn|Linda Fiorentino|Linda Fiorentino
254,James Ivory,139,Biography|Drama|History|Romance,Jefferson in Paris ,English,France,1995,Seth Gilliam|Nigel Whitmey|Nigel Whitmey
175,Larry Clark,91,Drama,Kids ,English,USA,1995,Rosario Dawson|Justin Pierce|Justin Pierce
259,Barbet Schroeder,101,Action|Crime|Thriller,Kiss of Death ,English,USA,1995,Nicolas Cage|Philip Baker Hall|Philip Baker Hall
25,Mike Figgis,111,Drama|Romance,Leaving Las Vegas ,English,USA,1995,Nicolas Cage|Julian Sands|Julian Sands
180,Kevin Smith,123,Comedy|Romance,Mallrats ,English,USA,1995,Ethan Suplee|Joey Lauren Adams|Joey Lauren Adams
20,Joseph Ruben,105,Action|Comedy|Crime|Drama|Thriller,Money Train ,English,USA,1995,Vincent Pastore|Aida Turturro|Aida Turturro
44,Paul W.S. Anderson,101,Action|Adventure|Fantasy|Sci-Fi|Thriller,Mortal Kombat ,English,USA,1995,Christopher Lambert|Bridgette Wilson-Sampras|Bridgette Wilson-Sampras
62,Stephen Herek,143,Drama|Music,Mr. Holland's Opus ,English,USA,1995,Alicia Witt|Jean Louisa Kelly|Jean Louisa Kelly
185,Irwin Winkler,114,Action|Crime|Drama|Mystery|Thriller,The Net ,English,USA,1995,Ken Howard|Ray McKinnon|Ray McKinnon
14,Oliver Stone,212,Biography|Drama|History,Nixon ,English,USA,1995,Anthony Hopkins|Joan Allen|Joan Allen
292,Wolfgang Petersen,127,Action|Drama|Thriller,Outbreak ,English,USA,1995,Kevin Spacey|Rene Russo|Rene Russo
294,Mira Nair,113,Comedy|Drama|Romance,The Perez Family ,English,USA,1995,Anjelica Huston|Vincent Gallo|Vincent Gallo
48,Mike Gabriel,84,Adventure|Animation|Drama|Family|History|Musical|Romance,Pocahontas ,English,USA,1995,Christian Bale|Irene Bedard|Irene Bedard
188,Gregory Widen,98,Action|Fantasy|Horror|Mystery|Thriller,The Prophecy ,English,USA,1995,Viggo Mortensen|Virginia Madsen|Virginia Madsen
303,Sam Raimi,107,Action|Thriller|Western,The Quick and the Dead ,English,Japan,1995,Leonardo DiCaprio|Roberts Blossom|Roberts Blossom
41,Richard Loncraine,104,Drama|War,Richard III ,English,UK,1995,Robert Downey Jr.|Kristin Scott Thomas|Kristin Scott Thomas
151,Michael Caton-Jones,139,Adventure|Biography,Rob Roy ,English,USA,1995,Liam Neeson|Eric Stoltz|Eric Stoltz
191,Roland Joffé,135,Drama|Romance,The Scarlet Letter ,English,USA,1995,Gary Oldman|Demi Moore|Demi Moore
47,David Fincher,127,Crime|Drama|Mystery|Thriller,Se7en ,English,USA,1995,Morgan Freeman|Reg E. Cathey|Reg E. Cathey
17,Ang Lee,136,Drama|Romance,Sense and Sensibility ,English,USA,1995,Alan Rickman|Tom Wilkinson|Tom Wilkinson
193,Paul Verhoeven,131,Drama,Showgirls ,English,France,1995,Bobbie Phillips|Robert Davi|Robert Davi
196,Roger Donaldson,108,Action|Horror|Sci-Fi|Thriller,Species ,English,USA,1995,Natasha Henstridge|Jordan Lund|Jordan Lund
328,Ernest R. Dickerson,92,Action|Fantasy|Horror|Thriller,Tales from the Crypt: Demon Knight ,English,USA,1995,CCH Pounder|Gary Farmer|Gary Farmer
330,Rusty Cundieff,98,Comedy|Horror|Thriller,Tales from the Hood ,English,USA,1995,Corbin Bernsen|David Alan Grier|David Alan Grier
327,Rachel Talalay,104,Action|Comedy|Sci-Fi,Tank Girl ,English,USA,1995,Naomi Watts|Jeff Kober|Jeff Kober
81,Gary Fleder,115,Crime|Drama,Things to Do in Denver When You're Dead ,English,USA,1995,Steve Buscemi|Treat Williams|Treat Williams
45,Gus Van Sant,106,Comedy|Crime|Drama,To Die For ,English,USA,1995,Kurtwood Smith|Holland Taylor|Holland Taylor
1,John Lasseter,74,Adventure|Animation|Comedy|Family|Fantasy,Toy Story ,English,USA,1995,Tom Hanks|Jim Varney|Jim Varney
204,Geoff Murphy,92,Action|Thriller,Under Siege 2: Dark Territory ,English,USA,1995,Peter Greene|Patrick Kilpatrick|Patrick Kilpatrick
50,Bryan Singer,106,Crime|Drama|Mystery|Thriller,The Usual Suspects ,English,USA,1995,Kevin Spacey|Kevin Pollak|Kevin Pollak
93,Wes Craven,100,Comedy|Fantasy|Horror|Romance,Vampire in Brooklyn ,English,USA,1995,John Witherspoon|Allen Payne|Allen Payne
338,Brett Leonard,106,Action|Crime|Sci-Fi|Thriller,Virtuosity ,English,USA,1995,Denzel Washington|Traci Lords|Traci Lords
208,Kevin Reynolds,176,Action|Adventure|Sci-Fi|Thriller,Waterworld ,English,USA,1995,Jeanne Tripplehorn|Zakes Mokae|Zakes Mokae
562,Todd Solondz,88,Comedy|Drama,Welcome to the Dollhouse ,English,USA,1995,Heather Matarazzo|Christina Vidal|Christina Vidal
101,Wes Anderson,91,Comedy|Crime|Drama,Bottle Rocket ,English,USA,1996,Andrew Wilson|Lumi Cavazos|Lumi Cavazos
95,John Woo,108,Action|Crime|Thriller,Broken Arrow ,English,USA,1996,Delroy Lindo|Bob Gunton|Bob Gunton
100,Harold Becker,111,Drama|Thriller,City Hall ,English,USA,1996,Al Pacino|Bridget Fonda|Bridget Fonda
494,Stuart Baird,133,Action|Adventure|Thriller,Executive Decision ,English,USA,1996,Oliver Platt|J.T. Walsh|J.T. Walsh
61,John Schlesinger,101,Crime|Drama|Thriller,Eye for an Eye ,English,USA,1996,Joe Mantegna|Philip Baker Hall|Philip Baker Hall
125,David O. Russell,92,Comedy,Flirting with Disaster ,English,USA,1996,Lily Tomlin|David Patrick Kelly|David Patrick Kelly
70,Robert Rodriguez,108,Crime|Fantasy|Horror,From Dusk Till Dawn ,English,USA,1996,Quentin Tarantino|Cheech Marin|Cheech Marin
104,Dennis Dugan,92,Comedy|Sport,Happy Gilmore ,English,USA,1996,Adam Sandler|Frances Bay|Frances Bay
79,Brian Gibson,118,Drama|Thriller,The Juror ,English,USA,1996,Joseph Gordon-Levitt|Anne Heche|Anne Heche
92,Stephen Frears,108,Drama|Horror|Romance|Thriller,Mary Reilly ,English,USA,1996,Julia Roberts|George Cole|George Cole
140,Jon Avnet,124,Drama|Romance,Up Close & Personal ,English,USA,1996,Joe Mantegna|Raymond Cruz|Raymond Cruz
86,Ridley Scott,129,Adventure|Drama,White Squall ,English,USA,1996,Jeff Bridges|Ethan Embry|Ethan Embry
